Sample,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Acid digest T (°C),Temperature,Acid correction factor,Reference
ZP-01A_3,-4.30 ,21.73 ,,0.645 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01B_1,-4.13 ,21.75 ,,0.702 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01B_2,-4.19 ,21.86 ,,0.666 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01B_3,-4.13 ,21.59 ,,0.679 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01C_1,-4.13 ,23.36 ,,0.633 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01C_2,-4.12 ,23.19 ,,0.604 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01C_3,-4.09 ,23.21 ,,0.659 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01D_1,-3.84 ,23.32 ,,0.634 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01D_2,-3.78 ,23.15 ,,0.674 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01D_3,-3.80 ,23.09 ,,0.632 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01F_1,-4.14 ,21.57 ,,0.679 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01F_2,-4.03 ,21.54 ,,0.616 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01F_3,-4.17 ,21.42 ,,0.643 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01F_4,-4.03 ,23.67 ,,0.042 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01G_1,-3.44 ,23.43 ,,0.643 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01G_2,-3.36 ,23.26 ,,0.663 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01G_3,-3.33 ,23.28 ,,0.649 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01H_1,-3.52 ,22.39 ,,0.658 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01H_2,-3.44 ,22.00 ,,0.669 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01H_3,-3.47 ,22.04 ,,0.635 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
Junin D4 10-15cm,4.82 ,-10.78 ,,0.628 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D4 10-15cm,4.74 ,-10.84 ,,0.639 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D4 10-15cm,4.72 ,-10.82 ,,0.644 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D5 30-35cm,5.33 ,-9.31 ,,0.643 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D5 30-35cm,5.42 ,-9.33 ,,0.658 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D5 30-35cm,5.36 ,-9.32 ,,0.634 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D5 30-35cm,5.16 ,-9.42 ,,0.669 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D6 10-15 cm,6.88 ,-7.39 ,,0.673 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D6 10-15cm,7.09 ,-7.40 ,,0.658 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D6 10-15cm,7.03 ,-7.29 ,,0.664 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D6 10-15cm,7.09 ,-7.38 ,,0.635 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D7 8-13cm,11.09 ,-5.42 ,,0.629 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D7 8-13cm,10.96 ,-5.53 ,,0.659 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D7 8-13cm,11.02 ,-5.48 ,,0.627 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D8 30-35cm,11.42 ,-5.95 ,,0.640 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D8 30-35cm,11.49 ,-5.92 ,,0.661 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D8 30-35cm,11.49 ,-5.93 ,,0.626 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D8 30-35cm,11.20 ,-6.05 ,,0.673 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D9 30-35cm,13.31 ,-4.86 ,,0.656 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D9 30-35cm,13.19 ,-4.75 ,,0.628 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D9 30-35cm,13.18 ,-4.78 ,,0.651 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D9 30-35cm,13.17 ,-4.79 ,,0.662 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 7-12cm,13.84 ,-4.25 ,,0.659 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 7-12cm,13.65 ,-4.27 ,,0.628 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 7-12cm,13.64 ,-4.21 ,,0.643 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 78-83 cm,14.00 ,-3.63 ,,0.658 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 78-83cm,14.22 ,-3.57 ,,0.636 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 78-83cm,14.19 ,-3.56 ,,0.623 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D10 78-83cm,14.19 ,-3.59 ,,0.619 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 10-15cm,15.48 ,-2.95 ,,0.658 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 10-15cm,15.62 ,-2.84 ,,0.626 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 10-15cm,15.66 ,-2.88 ,,0.627 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 10-15cm,15.28 ,-2.98 ,,0.672 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 88-93cm,11.96 ,-5.16 ,,0.671 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 88-93cm,11.90 ,-5.35 ,,0.668 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D11 88-93cm,11.88 ,-5.25 ,,0.655 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D12 91-96cm,3.81 ,-10.40 ,,0.665 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D12 91-96cm,3.79 ,-10.32 ,,0.655 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Junin D12 91-96cm,3.78 ,-10.33 ,,0.646 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Pumacocha A-05 D2 38.75,-3.19 ,-13.93 ,,0.640 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Pumacocha A-05 D2 38.75,-3.19 ,-13.93 ,,0.624 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
Pumacocha A-05 D2 38.75,-3.18 ,-13.74 ,,0.642 ,,,,"Katz, S.A., Levin, N.E., Abbott, M.B., Rodbell, D.T., Passey, B.H., DeLuca, N.M., Larsen, D.J., Woods, A., 2024. Holocene Temperature and Water Stress in the Peruvian Andes: Insights From Lake Carbonate Clumped and Triple Oxygen Isotopes. Paleoceanography and Paleoclimatology 39."
