Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Zhang, Kaiwei; Jia, Qi; Chen, Zijian; Sun, Wei; Zhu, Xiangyang; Li, Chunyi; Zhu, Dandan; Zhai, Guangtao; ",Sycophancy under pressure: Evaluating and mitigating sycophantic bias via adversarial dialogues in scientific qa,arXiv preprint arXiv:2508.13743,,,,2025,
"Zhou, Hantao; Tang, Longxiang; Yang, Rui; Qin, Guanyi; Zhang, Yan; Li, Yutao; Li, Xiu; Hu, Runze; Zhai, Guangtao; ",UniQA: Unified vision-language pre-training for image quality and aesthetic assessment,arXiv preprint arXiv:2406.01069,,,,2024,
"Zhu, Xiangyang; Tian, Yuan; Li, Chunyi; Zhang, Kaiwei; Sun, Wei; Zhai, Guangtao; ",SafetyFlow: An agent-flow system for automated llm safety benchmarking,arXiv preprint arXiv:2508.15526,,,,2025,
"Ji, Kaiyuan; Guo, Yijin; Zhang, Zicheng; Zhu, Xiangyang; Tian, Yuan; Liu, Ning; Zhai, Guangtao; ",Medomni-45 {\deg}: A safety-performance benchmark for reasoning-oriented LLMs in medicine,arXiv preprint arXiv:2508.16213,,,,2025,
"Ma, Sizhuo; Chen, Wei-Ting; Gao, Qiang; Wang, Jian; Zhou, Chris Wei; Sun, Wei; Zhang, Weixia; Cao, Linhan; Jia, Jun; Zhu, Xiangyang; ",VQualA 2025 Challenge on Face Image Quality Assessment: Methods and Results,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,3448-3457,2025,
"Li, Dasong; Ma, Sizhuo; Hua, Hang; Li, Wenjie; Wang, Jian; Zhou, Chris Wei; Guan, Fengbin; Li, Xin; Yu, Zihao; Lu, Yiting; ",VQualA 2025 challenge on engagement prediction for short videos: Methods and results,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,3391-3401,2025,
"Zhang, Xinxin; Tan, Xudong; Zhu, Yan; Zhou, Mei; Hu, Menghan; Cheng, Zhanzhan; Qian, Nengfeng; Wu, Changyin; Zhai, Guangtao; Zhang, Xiao-Ping; ",Optimizing video-based respiration monitoring: Motion artifact reduction and adaptive ROI selection,IEEE Transactions on Multimedia,,,,2025,IEEE
"Chen, Zijian; Hua, Wenjie; Li, Jinhao; Deng, Lirong; Du, Fan; Chen, Tingzhu; Zhai, Guangtao; ",Pictobi-20k: Unveiling large multimodal models in visual decipherment for pictographic oracle bone characters,arXiv preprint arXiv:2509.05773,,,,2025,
"Wang, Shibo; Duan, Yaofei; Ma, Zili; Chan, Ka-Hou; Sun, Yue; Tong, Tong; Gao, Qinquan; Zhai, Guangtao; Liu, Xiaohong; Tan, Tao; ",Contrastive learning through randomly generated dynamic supervision signals,Available at SSRN 5458388,,,,,
"Zhu, Hanwei; Wu, Haoning; Zhang, Zicheng; Zhu, Lingyu; Li, Yixuan; Chen, Peilin; Wang, Shiqi; Zhou, Chris Wei; Cao, Linhan; Sun, Wei; ",VQualA 2025 Challenge on Visual Quality Comparison for Large Multimodal Models: Methods and Results,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,3352-3362,2025,
"Shen, Ye; Wang, Junying; Wen, Farong; Guo, Yijin; Jia, Qi; Zhang, Zicheng; Zhai, Guangtao; ",A Multi-To-One Interview Paradigm for Efficient MLLM Evaluation,arXiv preprint arXiv:2509.14886,,,,2025,
"Ma, Zhichao; Huang, Fan; Zhao, Lu; Guo, Fengjun; Zhai, Guangtao; Min, Xiongkuo; ",DocIQ: A Benchmark Dataset and Feature Fusion Network for Document Image Quality Assessment,arXiv preprint arXiv:2509.17012,,,,2025,
"Liu, Yutao; Zhang, Baochao; Hu, Runze; Gu, Ke; Zhai, Guangtao; Dong, Junyu; ",Deep No-Reference Quality Assessment for Underwater Enhanced Images,IEEE Transactions on Multimedia,,,,2025,IEEE
"Feng, Mingke; Zhai, Guangtao; Zhang, Xiao-Ping; Hu, Menghan; ",CoughSlowFast: Cough Recognition With Audio and Video Signal Fusion,IEEE Signal Processing Letters,,,,2025,IEEE
"Huang, Ru; Zhou, Shuo; Li, Pengfei; Yang, Kun; Chen, Zijian; He, Jianhua; Chu, Xiaoli; Zhou, Zhengbing; Zhai, Guangtao; ",A sparse transformer-enhanced graph convolutional model for robust node importance ranking in complex networks,IEEE Transactions on Network Science and Engineering,,,,2025,IEEE
"Kou, Yitian; Zhu, Dandan; Zeng, Hao; Zhang, Kaiwei; Sui, Xiaoxiao; Min, Xiongkuo; Zhai, Guangtao; ",Comfort-Aware Trajectory Optimization for Immersive Human-Robot Interaction,IEEE Open Journal on Immersive Displays,,,,2025,IEEE
"Wang, Junying; Zhang, Zicheng; Shen, Ye; Wu, Yalun; Liang, Yingji; Guo, Yijin; Wen, Farong; Li, Wenzhe; Zhao, Xuezhi; Jia, Qi; ",Q-Mirror: Unlocking the Multi-Modal Potential of Scientific Text-Only QA Pairs,arXiv preprint arXiv:2509.24297,,,,2025,
"Guo, Yijin; Zhang, Zicheng; Shen, Ye; Wen, Farong; Wang, Junying; Jia, Qi; Zhai, Guangtao; ",QoNext: Towards Next-generation QoE for Foundation Models,arXiv preprint arXiv:2509.21889,,,,2025,
"Cao, Yuqin; Min, Xiongkuo; Gao, Yixuan; Sun, Wei; Zhang, Zicheng; Han, Jinliang; Zhai, Guangtao; ",XGC-AVIS: Towards audio-visual content understanding with a multi-agent collaborative system,arXiv preprint arXiv:2509.23251,,,,2025,
"Yao, Xincheng; Shi, Chao; Zhao, Muming; Zhai, Guangtao; Zhang, Chongyang; ",ResAD++: Towards Class Agnostic Anomaly Detection via Residual Feature Learning,arXiv preprint arXiv:2509.23741,,,,2025,
"Holt, Clinton M; Janke, Alexis K; Amlashi, Parastoo; Jamieson, Parker J; Marinov, Toma M; Georgiev, Ivelin S; Nestola, Enrica; Sgrigna, Gregorio; Ingrosso, Gianmarco; Tarallo, Andrea; ",Life & medical sciences journals,Perspective,,,,2025,
"Zhou, Yujie; Ling, Pengyang; Bu, Jiazi; Wang, Yibin; Zang, Yuhang; Wang, Jiaqi; Niu, Li; Zhai, Guangtao; ",$\text {G}^ 2$ RPO: Granular GRPO for Precise Reward in Flow Models,,,,,2025,
"Wang, Juntong; Duan, Huiyu; Wang, Jiarui; Jia, Ziheng; Zhai, Guangtao; Min, Xiongkuo; ",TIT-Score: Evaluating Long-Prompt Based Text-to-Image Alignment via Text-to-Image-to-Text Consistency,arXiv preprint arXiv:2510.02987,,,,2025,
"Zhu, Xilei; Duan, Huiyu; Cao, Yuqin; Zhu, Yucheng; Zhu, Yuxin; Liu, Jing; Min, Xiongkuo; Zhai, Guangtao; Le Callet, Patrick; ",Subjective and objective audio-visual quality assessment for omnidirectional videos,IEEE Transactions on Image Processing,,,,2025,IEEE
"Li, Yunhao; Wu, Sijing; Duan, Huiyu; Zhu, Yucheng; Jia, Qi; Zhai, Guangtao; ",Exploring Instruction Data Quality for Explainable Image Quality Assessment,arXiv preprint arXiv:2510.03880,,,,2025,
"Li, Yunhao; Wu, Sijing; Zhu, Yucheng; Duan, Huiyu; Zhang, Zicheng; Zhai, Guangtao; ",DHQA-4D: Perceptual Quality Assessment of Dynamic 4D Digital Human,arXiv preprint arXiv:2510.03874,,,,2025,
"An, Yanru; Gui, Ling; Cai, Chunlei; Ye, Tianxiao; Yao, Jiangchao; Zhai, Guangtao; Hu, Qiang; Zhang, Xiaoyun; ",Instance-aware Image Colorization with Controllable Textual Descriptions and Segmentation Masks–ChinaMM,Available at SSRN 5576238,,,,,
"Cao, Jingchao; Zhang, Baochao; Liu, Yutao; Hu, Runze; Gu, Ke; Zhai, Guangtao; Dong, Junyu; ",Attention and Mamba-Driven Quality Assessment for Underwater Images,IEEE Transactions on Multimedia,,,,2025,IEEE
"Zhang, Zhichao; Li, Xinyue; Sun, Wei; Zhang, Zicheng; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",LMVQ: Label-free Metric-learning for General AI-generated Video Quality Assessment,IEEE Transactions on Circuits and Systems for Video Technology,,,,2025,IEEE
"Xin, Yi; Qin, Qi; Luo, Siqi; Zhu, Kaiwen; Yan, Juncheng; Tai, Yan; Lei, Jiayi; Cao, Yuewen; Wang, Keqi; Wang, Yibin; ",Lumina-dimoo: An omni diffusion large language model for multi-modal generation and understanding,arXiv preprint arXiv:2510.06308,,,,2025,
"Liu, Lu; Cai, Chunlei; Shen, Shaocheng; Liang, Jianfeng; Ouyang, Weimin; Ye, Tianxiao; Mao, Jian; Duan, Huiyu; Yao, Jiangchao; Zhang, Xiaoyun; ",MoA-VR: A Mixture-of-Agents System Towards All-in-One Video Restoration,IEEE Journal of Selected Topics in Signal Processing,,,,2025,IEEE
"Duan, Huiyu; Fu, Kang; Wu, Sijing; Li, Yunhao; Zhang, Zicheng; Hu, Qiang; Min, Xiongkuo; Zhai, Guangtao; ",BMPCQA: Bioinspired Metaverse Point Cloud Quality Assessment Based on Large Multimodal Models,Advanced Intelligent Systems,,,2500504,2025,
"Tian, Yuan; Zhou, Min; Chen, Yitong; Li, Fang; Qi, Lingzi; Wang, Shuo; Xu, Xieyang; Yu, Yu; Xu, Shiqiong; Lei, Chaoyu; ",ROFI: a deep learning-based ophthalmic sign-preserving and reversible patient face anonymizer,npj Digital Medicine,8,1,705,2025,Nature Publishing Group UK London
"Yang, Liu; Duan, Huiyu; Tao, Ran; Cheng, Juntao; Wu, Sijing; Li, Yunhao; Liu, Jing; Min, Xiongkuo; Zhai, Guangtao; ",ODI-Bench: Can MLLMs Understand Immersive Omnidirectional Environments?,arXiv preprint arXiv:2510.11549,,,,2025,
"Zheng, Yushuo; Zhang, Zicheng; Min, Xiongkuo; Duan, Huiyu; Zhai, Guangtao; ",LM Fight Arena: Benchmarking Large Multimodal Models via Game Competition,arXiv preprint arXiv:2510.08928,,,,2025,
"Zhang, Xinxin; Niu, Chenrui; Cheng, Zhanzhan; Qian, Nengfeng; Wu, Changyin; Zhai, Guangtao; Hu, Menghan; ",Real-Time Respiration Monitoring via Motion Artifact Suppression and Quality-Guided Peak Detection,IEEE Signal Processing Letters,,,,2025,IEEE
"NIU, Y; WEI, T; ZHANG, YU; ZHAI, G; WU, X; ",A BRAIN NETWORK CONSTRUCTION METHOD FOR THE ASSESSMENT OF FUNCTIONAL QUALITY OF EXPERIENCE,JOURNAL OF IMAGE AND GRAPHICS,29,9,2793-2805,2024,Editorial and Publishing Board of JIG
"Li, Hui; Ren, Xiaoyu; Yu, Hongjiu; Chen, Ying; Li, Kai; Wang, L; Min, Xiongkuo; Duan, Huiyu; Zhai, Guangtao; Liu, Xu; ",FPEM: Face Prior Enhanced Facial Attractiveness Prediction for Live Videos with Face Retouching,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,11458-11468,2025,
"Huang, Fan; Min, Xiongkuo; Ma, Zhichao; Liu, Xiaohong; Zhou, Chris Wei; Zhai, Guangtao; Gao, Junjie; Liu, Runze; Peng, Yingzhe; Yang, Shujian; ",VQualA 2025 Document Image Quality Assessment Challenge,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,3313-3322,2025,
"Wang, Jiarui; Duan, Huiyu; Zhao, Yu; Wang, Juntong; Zhai, Guangtao; Min, Xiongkuo; ",LMM4LMM: Benchmarking and Evaluating Large-multimodal Image Generation with LMMs (Supplementary Material),,,,,,
"Wang, Jiarui; Wang, Juntong; Zhu, Xiaorong; Duan, Huiyu; Zhai, Guangtao; Min, Xiongkuo; ",AIGVQA: A Unified Framework for Multi-Dimensional Quality Assessment of AI-Generated Video,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,3383-3390,2025,
"Li, Chunyi; Wu, Xiele; Wu, Haoning; Feng, Donghui; Zhang, Zicheng; Lu, Guo; Min, Xiongkuo; Liu, Xiaohong; Zhai, Guangtao; Lin, Weisi; ",Towards a New Paradigm of Visual Signal Compression,Proceedings of the 33rd ACM International Conference on Multimedia,,,12934-12941,2025,
"Wang, Zhihua; Zhang, Weixia; Zhou, Wei; Liu, Xiaohong; Zhai, Guangtao; Callet, Patrick Le; ",Evaluating perceptual color preferences in smartphone photography: dataset and challenges,Proceedings of the 33rd ACM International Conference on Multimedia,,,12844-12850,2025,
"Wu, Sijing; Li, Yunhao; Duan, Huiyu; Jiang, Yanwei; Zhu, Yucheng; Zhai, Guangtao; ",Hveval: Towards unified evaluation of human-centric video generation and understanding,Proceedings of the 33rd ACM International Conference on Multimedia,,,13376-13383,2025,
"Gao, Yixuan; Min, Xiongkuo; Han, Jinliang; Cao, Yuqin; Wu, Sijing; Dou, Yunze; Zhai, Guangtao; ",Multi-Dimensional Text-to-Face Image Quality Assessment Using LLM: Database and Method,Proceedings of the 33rd ACM International Conference on Multimedia,,,6948-6957,2025,
"Wu, Guangyang; Zheng, Huayu; Luo, Siqi; Zhai, Guangtao; Liu, Xiaohong; ",AnimateQR: Bridging Aesthetics and Functionality in Dynamic QR Code Generation,The Thirty-ninth Annual Conference on Neural Information Processing Systems,,,,,
"Jia, Qi; Shen, Ye; Song, Xiujie; Zhang, Kaiwei; Wang, Shibo; Pei, Dun; Zhu, Xiangyang; Zhai, Guangtao; ",One Battle After Another: Probing LLMs' Limits on Multi-Turn Instruction Following with a Benchmark Evolving Framework,arXiv preprint arXiv:2511.03508,,,,2025,
"Zhou, Yingjie; Wan, Jing; Liu, Sitong; Xia, Yinghan; Lu, Zhixiang; Wen, Farong; Zhang, Zicheng; Wang, Yu; Zhou, Yu; Liu, Xiaohong; ",CDHQA: A Quality Assessment Database for Conversational Digital Human,International Conference on Image and Graphics,,,15-26,2025,Springer Nature Singapore Singapore
"Chen, Zijian; Sun, Yuze; Tian, Yuan; Zhang, Wenjun; Zhai, Guangtao; ",Maceval: A multi-agent continual evaluation network for large models,arXiv preprint arXiv:2511.09139,,,,2025,
"Xiao, Jiahao; Yan, Bowen; Zhang, Jianbo; Wang, Jia; Li, Chunyi; Cheng, Zhengxue; Zhai, Guangtao; ",Data Assessment for Embodied Intelligence,arXiv preprint arXiv:2511.09119,,,,2025,
"Wang, Xincheng; Sun, Hanchi; Sun, Wenjun; Xue, Kejun; Zhou, Wangqiu; Zhang, Jianbo; Sun, Wei; Zhu, Dandan; Min, Xiongkuo; Jia, Jun; ",Evaluating Dataset Watermarking for Fine-tuning Traceability of Customized Diffusion Models: A Comprehensive Benchmark and Removal Approach,arXiv preprint arXiv:2511.19316,,,,2025,
"Zhang, Yiming; Chen, Yitong; Hu, Ying; Han, Xu; Xie, Zhenhui; Wang, Xingrui; Zhou, Yan; Min, Xiongkuo; Zhai, Guangtao; ",Neural mechanisms of visual quality perception and adaptability in the visual pathway,Patterns,,,,2025,Elsevier
"Cao, Linhan; Sun, Wei; Zhu, Xiangyang; Zhang, Kaiwei; Jia, Jun; Peng, Yicong; Zhu, Dandan; Zhai, Guangtao; Min, Xiongkuo; ",Towards Generalized Video Quality Assessment: A Weak-to-Strong Learning Paradigm,,,,,,
"Chen, Zijian; Zhang, Wenjun; Zhai, Guangtao; ",Evaluating from benign to dynamic adversarial: A squid game for large language models,arXiv preprint arXiv:2511.10691,,,,2025,
"Xu, Zitong; Duan, Huiyu; Wang, Xiaoyu; Cai, Zhaolin; Zhang, Kaiwei; Hu, Qiang; Liu, Jing; Min, Xiongkuo; Zhai, Guangtao; ","ManipShield: A Unified Framework for Image Manipulation Detection, Localization and Explanation",arXiv preprint arXiv:2511.14259,,,,2025,
"Zheng, Yushuo; Ying, Jiangyong; Duan, Huiyu; Li, Chunyi; Zhang, Zicheng; Liu, Jing; Liu, Xiaohong; Zhai, Guangtao; ",GeoX-Bench: Benchmarking Cross-View Geo-Localization and Pose Estimation Capabilities of Large Multimodal Models,arXiv preprint arXiv:2511.13259,,,,2025,
"Liu, Hongwei; Liu, Junnan; Liu, Shudong; Duan, Haodong; Li, Yuqiang; Su, Mao; Liu, Xiaohong; Zhai, Guangtao; Fang, Xinyu; Ma, Qianhong; ","ATLAS: A High-Difficulty, Multidisciplinary Benchmark for Frontier Scientific Reasoning",arXiv preprint arXiv:2511.14366,,,,2025,
"Zhou, Yujie; Ling, Pengyang; Bu, Jiazi; Wang, Yibin; Zang, Yuhang; Wang, Jiaqi; Niu, Li; Zhai, Guangtao; ",G2rpo: Granular grpo for precise reward in flow models,arXiv preprint arXiv:2510.01982,3,,,2025,
"Ji, Kaiyuan; Guo, Yijin; Zhang, Zicheng; Zhu, Xiangyang; Tian, Yuan; Liu, Ning; Zhai, Guangtao; ",MedOmni-45°: a safety-performance benchmark for reasoning-oriented LLMs in medicine,arXiv e-prints,,,arXiv: 2508.16213,2025,
"Jia, Jun; Miao, Hongyi; Zhou, Yingjie; Zhou, Wangqiu; Zhang, Jianbo; Zhu, Dandan; Yang, Hua; Sun, Wei; Zhai, Guangtao; ",Anti-Adapter Armor: A Universal and Authentication-Integrated Framework for Preventing Unauthorized Zero-Shot Image-to-Image Generation,,,,,,
"Zhang, Zicheng; Wang, Junying; Wen, Farong; Guo, Yijin; Zhao, Xiangyu; Fang, Xinyu; Ding, Shengyuan; Jia, Ziheng; Xiao, Jiahao; Shen, Ye; ",Large multimodal models evaluation: a survey,Science China Information Sciences,68,12,221301,2025,Science China Press Beijing
"Wang, Shushi; Zhang, Zicheng; Li, Chunyi; Wang, Wei; Ma, Liya; Chen, Fengjiao; Li, Xiaoyu; Cao, Xuezhi; Zhai, Guangtao; Liu, Xiaohong; ",Q-REAL: Towards Realism and Plausibility Evaluation for AI-Generated Content,arXiv preprint arXiv:2511.16908,,,,2025,
"Liu, Xiaohong; Song, Xiufeng; Zheng, Huayu; Bai, Lei; Liu, Xiaoming; Zhai, Guangtao; ",Consolidating Diffusion-Generated Video Detection with Unified Multimodal Forgery Learning,arXiv preprint arXiv:2511.18104,,,,2025,
"Jia, Ziheng; Cao, Linhan; Han, Jinliang; Zhang, Zicheng; Qian, Jiaying; Wang, Jiarui; Chen, Zijian; Zhai, Guangtao; Min, Xiongkuo; ",VITAL: Vision-Encoder-centered Pre-training for LMMs in Visual Quality Assessment,arXiv preprint arXiv:2511.17962,,,,2025,
"Wu, Xiele; Zhang, Zicheng; Chen, Mingtao; Liu, Yixian; Liu, Yiming; Wang, Shushi; Hu, Zhichao; Liu, Yuhong; Zhai, Guangtao; Liu, Xiaohong; ",Q-Save: Towards Scoring and Attribution for Generated Video Evaluation,arXiv preprint arXiv:2511.18825,,,,2025,
"Jia, Jun; Miao, Hongyi; Zhou, Yingjie; Cao, Linhan; Jiang, Yanwei; Zhou, Wangqiu; Zhu, Dandan; Yang, Hua; Sun, Wei; Min, Xiongkuo; ",DLADiff: A Dual-Layer Defense Framework against Fine-Tuning and Zero-Shot Customization of Diffusion Models,arXiv preprint arXiv:2511.19910,,,,2025,
"Tang, Long; Zhen, Guoquan; Hao, Jie; Zhang, Jianbo; Duan, Huiyu; Yuan, Liang; Zhai, Guangtao; ",Life-IQA: Boosting Blind Image Quality Assessment through GCN-enhanced Layer Interaction and MoE-based Feature Decoupling,arXiv preprint arXiv:2511.19024,,,,2025,
"Zhang, Yuchen; Zhu, Dandan; Zhang, Kaiwei; Jiang, Fei; Zhai, Guangtao; ",MEScan360: A Memory-Enhanced Scanpath Prediction Model for Omnidirectional Images,2025 IEEE International Conference on Multimedia and Expo (ICME),,,1-6,2025,IEEE
"Kou, Yitian; Zhang, Kaiwei; Zhu, Dandan; Min, Xiongkuo; Zhai, Guangtao; ",A Novel Framework for Realistic 3D Scene Regeneration with Graph of Thoughts,2025 IEEE International Conference on Multimedia and Expo (ICME),,,1-6,2025,IEEE
"Zhang, Nana; Liu, Qian; Zhu, Dandan; Zhu, Kun; Min, Xiongkuo; Zhai, Guangtao; ",LD 2 Scan: A Lightweight Dual-Temporal Constrained Scanpath Prediction Model for Omnidirectional Images,2025 IEEE International Conference on Multimedia and Expo (ICME),,,1-6,2025,IEEE
"Zhu, Xiaorong; Jia, Ziheng; Zhang, Zicheng; Zhai, Guangtao; ",GOBench: Benchmarking and Instruction-Tuned Assessment of Geometric Optics in Multimodal LLMs,Available at SSRN 5830807,,,,,
"Zhou, Yingjie; Zhu, Xilei; Ren, Siyu; Zhao, Ziyi; Wang, Ziwen; Wen, Farong; Zhou, Yu; Cao, Jiezhang; Min, Xiongkuo; Chen, Fengjiao; ",EvalTalker: Learning to Evaluate Real-Portrait-Driven Multi-Subject Talking Humans,arXiv preprint arXiv:2512.01340,,,,2025,
"Jia, Jun; Miao, Hongyi; Zhou, Yingjie; Zhou, Wangqiu; Zhang, Jianbo; Cao, Linhan; Zhu, Dandan; Yang, Hua; Min, Xiongkuo; Sun, Wei; ",Adapter Shield: A Unified Framework with Built-in Authentication for Preventing Unauthorized Zero-Shot Image-to-Image Generation,arXiv preprint arXiv:2512.00075,,,,2025,
"Wang, Juntong; Wang, Jiarui; Duan, Huiyu; Kang, Jiaxiang; Zhai, Guangtao; Min, Xiongkuo; ",I2I-Bench: A Comprehensive Benchmark Suite for Image-to-Image Editing Models,arXiv preprint arXiv:2512.04660,,,,2025,
"Zhang, Xinxin; Liu, Hang; Luo, Jifeng; Jiang, Zhengqiang; Zhang, Jian; Zheng, Feng; Zhai, Guangtao; Hu, Menghan; ",Phase Transition Hypothesis of Perception and Cognition in the Visually Impaired,IEEE Signal Processing Letters,33,,96-100,2025,IEEE
"Zhu, Dandan; Zhang, Kaiwei; Zhu, Kun; Zhang, Nana; Min, Xiongkuo; Zhai, Guangtao; Yang, Xiaokang; ",Developing Evolving Adaptability in Biological Intelligence: A Novel Biologically-Inspired Continual Learning Model for Video Saliency Prediction,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,2025,IEEE
"Wang, Jiarui; Duan, Huiyu; Wang, Shen; Wang, Juntong; Zhai, Guangtao; Min, Xiongkuo; ",FVBench: Benchmarking Deepfake Video Detection Capability of Large Multimodal Models,,,,,,
"Li, Chunyi; Qing, Rui; Zhang, Jianbo; Tian, Yuan; Zhu, Xiangyang; Zhang, Zicheng; Liu, Xiaohong; Lin, Weisi; Zhai, Guangtao; ",Embodied Image Compression,arXiv preprint arXiv:2512.11612,,,,2025,
"Li, Chunyi; Li, Longfei; Zhang, Zicheng; Liu, Xiaohong; Tang, Min; Lin, Weisi; Zhai, Guangtao; ",Using GUI Agent for Electronic Design Automation,arXiv preprint arXiv:2512.11611,,,,2025,
"Zhu, Xiangyang; Tian, Yuan; Zhang, Zicheng; Jia, Qi; Zhang, Renrui; Li, Chunyi; Li, Heng; Wang, Zongrui; Sun, Wei; Zhai, Guangtao; ",Evolvable Safety Benchmarking: Multi-agent Pipeline for LVLMs,,,,,,
"Dong, Wei; Zhou, Han; Ji, Terry; Zhao, Guanhua; Zhang, Yulun; Zhai, Guangtao; Liu, Xiaohong; Chen, Jun; ",RectiWeather: Photo-Realistic Adverse Weather Removal via Zero-shot Soft Weather Perception and Rectified Flow,,,,,,
"Chen, Zijian; Hua, Wenjie; Li, Jinhao; Zhu, Yucheng; Zhi, Xiaona; Liu, Zhiji; Chen, Tingzhu; Zhang, Wenjun; Zhai, Guangtao; ",Oracle Bone Inscriptions Information Processing: A Comprehensive Survey,,,,,2025,
"Chen, Yitong; Sun, Xinyue; Tan, Longtao; Jiang, Yizhou; Zhou, Yin; Zhang, Wenjun; Zhai, Guangtao; ",All-optical synthesis chip for large-scale intelligent semantic vision generation,Science,390,6779,1259-1265,2025,American Association for the Advancement of Science
