Sample,Sample Type,Carbonate Type,Location,Latitude,Longitude,Altitude（m）,Age(Ma),Age1(Ma),Period,Stage,Soil depth(cm),Burial depth（m）,N,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Temperature,δ18O water,Δ47Diagenetic alteration,reference
CN2004-BD-240spar**,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,5.34,5.34,Neogene,Messinian,,,3,-5.20 ,-9.10 ,0.684,,16.90 ,-8.40 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-361,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,4.98,4.98,Neogene,Zanclean,,,3,-7.70 ,-9.80 ,0.671,,19.60 ,-8.60 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-364,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,4.7,4.7,Neogene,Zanclean,,,3,-6.60 ,-9.40 ,0.672,,19.40 ,-8.20 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-371,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,4.22,4.22,Neogene,Zanclean,,,3,-6.00 ,-8.90 ,0.678,,18.10 ,-8.00 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-375,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,3.95,3.95,Neogene,Zanclean,,,3,-6.10 ,-9.80 ,0.678,,18.10 ,-8.90 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-385,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,3.56,3.56,Neogene,Piacenzian,,,3,-3.60 ,-9.10 ,0.675,,18.60 ,-8.00 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-391,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,3.27,3.27,Neogene,Piacenzian,,,3,-3.40 ,-9.00 ,0.686,,16.40 ,-8.40 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-395,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,2.91,2.91,Neogene,Piacenzian,,,5,-2.30 ,-9.00 ,0.688,,16.00 ,-8.50 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 1B,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,6.17,6.17,Neogene,Messinian,,,3,-9.20 ,-10.10 ,0.652,,23.70 ,-8.00 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 3K,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,5.54,5.54,Neogene,Messinian,,,3,-9.90 ,-10.50 ,0.652,,23.60 ,-8.40 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 5A,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,4.95,4.95,Neogene,Zanclean,,,3,-9.50 ,-9.90 ,0.664,,20.90 ,-8.30 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 4K,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,4.46,4.46,Neogene,Zanclean,,,3,-10.00 ,-11.20 ,0.655,,22.90 ,-9.30 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 6.5A,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,4.12,4.12,Neogene,Zanclean,,,3,-9.40 ,-10.10 ,0.66,,21.90 ,-8.40 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 9K,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,3.78,3.78,Neogene,Zanclean,,,3,-9.10 ,-9.40 ,0.662,,21.60 ,-7.80 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L B112,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,3.31,3.31,Neogene,Piacenzian,,,3,-8.30 ,-9.30 ,0.652,,23.70 ,-7.20 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 120,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,3.19,3.19,Neogene,Piacenzian,,,3,-8.60 ,-9.40 ,0.66,,22.00 ,-7.60 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
B/L 155,Paleosol carbonate,Calcite,"Lantian in the southernmost CLP,China",34.00 ,109.00 ,low elevation,2.67,2.67,Neogene,Piacenzian,,,3,-7.20 ,-9.30 ,0.659,,22.20 ,-7.40 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
ITS/E-YS1,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,4.3,,14,-11.68 ,-5.92 ,,0.534 ,47.62 ,0.72 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS1,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,4.3,,10,-11.64 ,-5.91 ,,0.553 ,39.97 ,-0.64 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS1_d1,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,4.3,,11,-12.01 ,-6.01 ,,0.562 ,36.28 ,-1.43 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS1_d2,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,4.3,,12,-12.45 ,-6.06 ,,0.559 ,37.60 ,-1.23 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS1_d3,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,4.3,,12,-12.63 ,-6.08 ,,0.550 ,40.91 ,-0.64 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS3,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,3.7,,12,-13.20 ,-6.15 ,,0.564 ,35.60 ,-1.69 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS5,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.9,55.9,Paleogene,Ypresian,3.1,,15,-10.36 ,-5.94 ,,0.567 ,34.42 ,-1.70 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS7,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.8,55.8,Paleogene,Ypresian,2.5,,12,-10.12 ,-6.11 ,,0.569 ,33.92 ,-1.97 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS9,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.8,55.8,Paleogene,Ypresian,1.9,,15,-11.22 ,-5.84 ,,0.546 ,42.65 ,-0.08 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS9_d1,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.8,55.8,Paleogene,Ypresian,1.9,,12,-13.12 ,-6.02 ,,0.568 ,34.14 ,-1.84 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS9_d2,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.8,55.8,Paleogene,Ypresian,1.9,,12,-12.49 ,-6.01 ,,0.553 ,39.92 ,-0.74 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS9_d3,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.8,55.8,Paleogene,Ypresian,1.9,,12,-12.29 ,-5.99 ,,0.557 ,38.40 ,-1.00 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS13,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.7,55.7,Paleogene,Ypresian,0.7,,15,-12.58 ,-6.03 ,,0.510 ,58.23 ,2.42 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS13,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.7,55.7,Paleogene,Ypresian,0.7,,12,-12.53 ,-6.14 ,,0.576 ,31.42 ,-2.48 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/E-YS13,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.7,55.7,Paleogene,Ypresian,0.7,,11,-12.42 ,-5.99 ,,0.550 ,41.11 ,-0.51 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS2,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56,56,Paleogene,Ypresian,16,,15,-11.51 ,-5.84 ,,0.549 ,41.58 ,-0.27 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS4,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56,56,Paleogene,Ypresian,14,,15,-12.18 ,-5.95 ,,0.550 ,41.05 ,-0.48 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS7,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56,56,Paleogene,Ypresian,11,,17,-12.35 ,-6.33 ,,0.610 ,19.83 ,-5.00 ,1,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS7,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56,56,Paleogene,Ypresian,11,,12,-13.45 ,-5.97 ,,0.570 ,33.52 ,-1.91 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS10 ,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,55.7,55.7,Paleogene,Ypresian,8,,16,-13.84 ,-5.84 ,,0.512 ,57.30 ,2.46 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS/W-YS10 ,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56,56,Paleogene,Ypresian,8,,11,-13.74 ,-5.81 ,,0.561 ,36.87 ,-1.10 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 5.3 ,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56.3,56.3,Paleogene,Thanetian,5.3,,12,-6.36 ,-4.54 ,,0.571 ,33.06 ,-0.56 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 5.3 ,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56.3,56.3,Paleogene,Thanetian,5.3,,12,-6.29 ,-4.52 ,,0.569 ,33.92 ,-0.37 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 6.6,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56.3,56.3,Paleogene,Thanetian,6.6,,11,-8.55 ,-5.46 ,,0.562 ,36.61 ,-0.81 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 26.40,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56.9,56.9,Paleogene,Thanetian,26.4,,15,-6.39 ,-4.47 ,,0.527 ,50.73 ,2.72 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 26.40,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,56.9,56.9,Paleogene,Thanetian,26.4,,12,-6.69 ,-4.59 ,,0.593 ,25.32 ,-2.14 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 10.7,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,57.8,57.8,Paleogene,Thanetian,10.7,,12,-7.43 ,-4.95 ,,0.588 ,26.97 ,-2.17 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 19.9,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,58.1,58.1,Paleogene,Thanetian,19.9,,15,-7.08 ,-4.57 ,,0.564 ,35.69 ,-0.09 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 19.9,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,58.1,58.1,Paleogene,Thanetian,19.9,,10,-7.02 ,-4.60 ,,0.559 ,37.53 ,0.23 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 19.9,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,58.1,58.1,Paleogene,Thanetian,19.9,,11,-7.47 ,-4.77 ,,0.596 ,24.44 ,-2.49 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 21.2,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,58.3,58.3,Paleogene,Thanetian,21.2,,12,-6.68 ,-4.55 ,,0.607 ,20.54 ,-3.08 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
ITS-EF sc 29.2,paleosol carbonate nodules,Calcite,Esplugafreda，Spain,42.15 ,0.00 ,low elevation,58.5,58.5,Paleogene,Thanetian,29.2,,10,-7.32 ,-5.44 ,,0.574 ,31.82 ,-1.71 ,0,"Ujvári, G., Kele, S., Rinyu, L., Payros, A., Stadelmaier, K.H., Kovacs, J., Kovács, I., Bajnóczi, B., Pujalte, V., Schmitz, B., Bernasconi, S.M., 2025. Substantial continental temperature rise over the Paleocene-Eocene Thermal Maximum in the Pyrenees. Communications Earth & Environment 6."
